来源,序号/名称,标题/名称,提取餐厅/地点名,餐饮标签,整理状态,Google搜索状态,最终纬度,最终经度,Google候选名,Google候选详情/地址,备注,Google Maps查询URL,Google页面文件,作者小红书号,账号名字,作者主页链接,原帖链接,地址线索,原帖证据
小红书,168,在希瓦terrace餐厅的早c晚a,Terrace,其他,待用户自行确认,Google有坐标待Yandex坐标复核,,,AZUR - Terrace Garden,4.6 (294) | 地中海风味··проезд Уста Алима 5 | 已结束营业 · 开始营业时间：12:00 | 堂食·外带·送货,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Terrace%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/57_seq168_在希瓦terrace.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/67c74242000000000603d95a?xsec_token=AB97dZ4I2Kbr5mtdNzUsf63YbPCwxYDh3ElYJKBx6Wd88=&xsec_source=pc_user,,"在希瓦terrace餐厅的早c晚a | 在希瓦terrace | 在希瓦terrace, Tashkent, Uzbekistan | 在希瓦terrace Tashkent Uzbekistan"
小红书,171,乌兹伴手礼 korzinka超市版,Korzinka,其他,待用户自行确认,Google有坐标待Yandex坐标复核,,,Korzinka - Fayzobod,4.3 (152) | 超市··Yangi Qo'yliq ko'chasi 2А | 24 小时营业·+998 78 140 14 14 | 送货,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Korzinka%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/58_seq171_乌兹伴手礼_korzinka.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/67c09ef80000000003028007?xsec_token=ABgKAme8qC7CEanhin0N5lwyeBHR02eTGFfeprxSYD1tU=&xsec_source=pc_user,,"乌兹伴手礼 korzinka超市版 | 乌兹伴手礼 korzinka | 乌兹伴手礼 korzinka, Tashkent, Uzbekistan | 乌兹伴手礼 korzinka Tashkent Uzbekistan"
小红书,173,塔什干 真正的韩餐厅Headri,Headri,咖啡厅,待用户自行确认,Google有坐标待Yandex坐标复核,,,# Google 地图,附近的餐馆 酒店 推荐活动 酒吧 咖啡馆 外带 便利店 |  | 图层,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Headri%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/59_seq173_Headri.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/67bc8b09000000001201df60?xsec_token=ABWIgg6DiIA6u9FWXGX7Y60DTxMXtZMZe3e1LRTvTZP8Y=&xsec_source=pc_user,,"塔什干 真正的韩餐厅Headri | Headri | Headri, Tashkent, Uzbekistan | Headri Tashkent Uzbekistan"
小红书,177,塔什干 韩国🇰🇷超市 Ansan,Ansan,其他,待用户自行确认,Google有坐标待Yandex坐标复核,,,# Google 地图,附近 | 已有 17 人报告 | ,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Ansan%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/60_seq177_韩国_.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/67b81507000000001203ffe3?xsec_token=AB89kTygoBbiKqV2bIVmX6QzKHRJnH0_SC9VoY3mxdiHk=&xsec_source=pc_user,,"塔什干 韩国🇰🇷超市 Ansan | 韩国🇰🇷 | 韩国🇰🇷, Tashkent, Uzbekistan | 韩国🇰🇷 Tashkent Uzbekistan"
小红书,178,塔什干 东方茶蜜,东方茶蜜,咖啡厅,待用户自行确认,Google有坐标待Yandex坐标复核,,,flowers.milk tea,"4.9 (33)·UZS 1-50,000 | 咖啡馆·Ташкент, Мирзо-Улугбекский район, массив Буюк Ипак Йули, 15 | 已结束营业 · 开始营业时间：10:00 | 堂食·外带",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E4%B8%9C%E6%96%B9%E8%8C%B6%E8%9C%9C%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/61_seq178_东方茶蜜.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/67b6c91b0000000007037500?xsec_token=ABkXezVdjeX2KgkLc2i_G8VbrmOKQPz-et_r9unVUhMXo=&xsec_source=pc_user,,"塔什干 东方茶蜜 | 东方茶蜜 | 东方茶蜜, Tashkent, Uzbekistan | 东方茶蜜 Tashkent Uzbekistan"
小红书,179,塔什干 紫菜包饭 Kimpab,Kimpab,咖啡厅,待用户自行确认,Google有坐标待Yandex坐标复核,,,Kimpab,4.8 (16)·UZS 5-10万 | 咖啡馆·Bobur ko'chasi 174/18 | 已结束营业 · 开始营业时间：10:00 | 堂食·外带·送货,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Kimpab%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/62_seq179_紫菜包饭_Kimpab.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/67b4b9b60000000006028fc5?xsec_token=ABpXti7U8_huKwyfzqLG0cpxSdyZRXFFK_eIDqG8N-xKk=&xsec_source=pc_user,,"塔什干 紫菜包饭 Kimpab | 紫菜包饭 Kimpab | 紫菜包饭 Kimpab, Tashkent, Uzbekistan | 紫菜包饭 Kimpab Tashkent Uzbekistan"
小红书,182,塔什干 土耳其早茶 Bosphorus,Bosphorus,咖啡厅,待用户自行确认,Google有坐标待Yandex坐标复核,,,Bosphorus Restaurant,4.2 (206)·UZS 10-40万 | 土耳其风味··Mahmud Tarobiy Street No:27 | 已结束营业 · 开始营业时间：09:00 | 堂食·外带·无接触配送,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Bosphorus%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/64_seq182_土耳其早茶_Bosphorus.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/67b32579000000001800618f?xsec_token=ABUhLc1ry8Vo_PaSaLoqdQiGJj9QVOaWG2-51RaRaj8d4=&xsec_source=pc_user,,"塔什干 土耳其早茶 Bosphorus | 土耳其早茶 Bosphorus | 土耳其早茶 Bosphorus, Tashkent, Uzbekistan | 土耳其早茶 Bosphorus Tashkent Uzbekistan"
小红书,195,塔什干 沈阳饺子馆,沈阳饺子馆,中餐,待用户自行确认,Google有坐标待Yandex坐标复核,,,# Google 地图,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%B2%88%E9%98%B3%E9%A5%BA%E5%AD%90%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/69_seq195_沈阳饺子馆.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/67979fcd000000001800f6a2?xsec_token=ABNtcwOU862xjY_9hHqOgYJ0rNJ0UUQopsvwm4Q35P9w8=&xsec_source=pc_user,,"塔什干 沈阳饺子馆 | 沈阳饺子馆 | 沈阳饺子馆, Tashkent, Uzbekistan | 沈阳饺子馆 Tashkent Uzbekistan"
小红书,205,塔什干 希腊菜Nika🇬🇷 大衣保卫战,Nika,西餐,待用户自行确认,Google有坐标待Yandex坐标复核,,,# Google 地图,Nika - Ресторан Греческой Кухни | 4.3 (196)·UZS 20-45万 | 餐馆·Botir Zokirov ko'chasi 7 | 已结束营业 · 开始营业时间：10:00·+998 90 787 00 30,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Nika%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/71_seq205_希腊菜Nika_大衣保卫战.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/678008d9000000001800d752?xsec_token=ABrWh-rDDQpQ2-_hMKtZUoXs9bcrIr_8avsml8d3JZpFc=&xsec_source=pc_user,,"塔什干 希腊菜Nika🇬🇷 大衣保卫战 | 希腊菜Nika🇬🇷 大衣保卫战 | 希腊菜Nika🇬🇷 大衣保卫战, Tashkent, Uzbekistan | 希腊菜Nika🇬🇷 大衣保卫战 Tashkent Uzbekistan"
小红书,209,Borjomi 两招教你进人满拒客的餐厅,Borjomi,乌兹别克斯坦本地菜,待用户自行确认,Google有坐标待Yandex坐标复核,,,BOBOY Shevchenko,"4.7 (289)·UZS 15-40万 | 乌兹别克风味··Taras Shevchenko ko'chasi 38a | 24 小时营业 | ""Said的服务很不错，店很精致，还送了小水果""",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Borjomi%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/72_seq209_Borjomi_两招教你进人满拒客的.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/6779787f000000000b00cee4?xsec_token=ABrL5s4FVfpBFnm3HNtJ3SpiAL-oSkCfIHpOcsgMWdtHE=&xsec_source=pc_user,,"Borjomi 两招教你进人满拒客的餐厅 | Borjomi 两招教你进人满拒客的 | Borjomi 两招教你进人满拒客的, Tashkent, Uzbekistan | Borjomi 两招教你进人满拒客的 Tashkent Uzbekistan"
小红书,224,塔什干 印度菜 Raaj Kapur,Raaj Kapur,其他,待用户自行确认,Google有坐标待Yandex坐标复核,,,# Google 地图,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Raaj%20Kapur%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/75_seq224_塔什干_印度菜_Raaj_Kapur.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/676cdffd000000000800e847?xsec_token=ABPz664F0K4ZwTpcsbr-fBGkQEAd3FJc4wQa3hMaPUQpc=&xsec_source=pc_user,"[2026-06-11T09:19:48.320Z] sessionId=323390835116605441 vertical={""hasMore"":false,""stopReason"":""end_of_scroll""} horizontal={""hasMore"":false}","塔什干 印度菜 Raaj Kapur | [2026-06-11T09:19:48.320Z] sessionId=323390835116605441 vertical={""hasMore"":false,""stopReason"":""end_of_scroll""} horizontal={""hasMore"":false} | [2026-06-11T09:19:48.320Z] sessionId=323390835116605441 vertical={""hasMore"":false,""stopReason"":""end_of_scroll""} horizontal={""hasMore"":false}, Tashkent, Uzbekistan | 塔什干 印度菜 Raaj Kapur Tashkent Uzbekistan"
小红书,236,塔什干 火到等位的土耳其餐masa,Masa,其他,待用户自行确认,Google有坐标待Yandex坐标复核,,,# Google 地图,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Masa%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/79_seq236_火到等位的土耳其餐masa.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/674e8caa000000000203976e?xsec_token=ABW-rnfwO9vpCxQbT4ulnQiRGHlpo_iLPQMWnav5nkOGg=&xsec_source=pc_user,,"塔什干 火到等位的土耳其餐masa | 火到等位的土耳其餐masa | 火到等位的土耳其餐masa, Tashkent, Uzbekistan | 火到等位的土耳其餐masa Tashkent Uzbekistan"
小红书,238,塔什干 首尔街boost cafe吃到他们停电,Boost Cafe,咖啡厅,待用户自行确认,Google有文字候选无坐标,,,Boost Coffee,"76XW+8GP, Tashkent",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Boost%20Cafe%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads_next/049_Boost_Cafe.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/674ab7b300000000020298a7?xsec_token=ABqmucr_ZyzZfUfMfO-J1Taz1B2Dk4a1z1nfwhFG1YM-Y=&xsec_source=pc_user,,"塔什干 首尔街boost cafe吃到他们停电 | 首尔街boost cafe吃到他们停电 | 首尔街boost cafe吃到他们停电, Tashkent, Uzbekistan | 首尔街boost cafe吃到他们停电 Tashkent Uzbekistan"
小红书,240,塔什干 土耳其菜味道不会出错的ramiz,Ramiz,咖啡厅,待用户自行确认,Google有坐标待Yandex坐标复核,,,# Google 地图,附近的餐馆 酒店 推荐活动 酒吧 咖啡馆 外带 便利店,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Ramiz%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/xhs_google_yandex_83/google_pages/81_seq240_土耳其菜味道不会出错的ramiz.md,5995009986,未提取到,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040,https://www.xiaohongshu.com/user/profile/6535e4340000000004008040/6749608e0000000006016b47?xsec_token=ABkmKtWOYu-VDmUYE6mk6577kmFEjwVCw25UrmApfFp-4=&xsec_source=pc_user,,"塔什干 土耳其菜味道不会出错的ramiz | 土耳其菜味道不会出错的ramiz | 土耳其菜味道不会出错的ramiz, Tashkent, Uzbekistan | 土耳其菜味道不会出错的ramiz Tashkent Uzbekistan"
微信餐厅,漫漫重庆大碗麻辣烫,漫漫重庆大碗麻辣烫,漫漫重庆大碗麻辣烫,中餐,待用户自行确认,Google候选需核名,,,Kungfu Malatang,餐馆·Ulitsa Istiklol 7,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%BC%AB%E6%BC%AB%E9%87%8D%E5%BA%86%E5%A4%A7%E7%A2%97%E9%BA%BB%E8%BE%A3%E7%83%AB%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/053_漫漫重庆大碗麻辣烫.md,,,,,,
微信餐厅,yusuf兰州拉面,yusuf兰州拉面,yusuf兰州拉面,中餐,待用户自行确认,Google候选需核名,,,兰州拉面,"中国风味·78M3+5WC, Фарғона Йўли",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/yusuf%E5%85%B0%E5%B7%9E%E6%8B%89%E9%9D%A2%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/054_yusuf兰州拉面.md,,,,,,
微信餐厅,淮扬食府中餐厅,淮扬食府中餐厅,淮扬食府中餐厅,中餐,待用户自行确认,Google无同名结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%B7%AE%E6%89%AC%E9%A3%9F%E5%BA%9C%E4%B8%AD%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/055_淮扬食府中餐厅.md,,,,,,
微信餐厅,LAGMAN HOUSE,LAGMAN HOUSE,LAGMAN HOUSE,乌兹别克斯坦本地菜,待用户自行确认,Google无有效结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/LAGMAN%20HOUSE%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/056_LAGMAN_HOUSE.md,,,,,,
微信餐厅,锅气火锅,锅气火锅,锅气火锅,中餐,待用户自行确认,Google候选需核名,,,重庆搞火锅Чунцинский самовар,中国风味·DOMDRABAD KO'CHASI,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%94%85%E6%B0%94%E7%81%AB%E9%94%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/057_锅气火锅.md,,,,,,
微信餐厅,锅气小碗菜,锅气小碗菜,锅气小碗菜,中餐,待用户自行确认,Google无同名结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%94%85%E6%B0%94%E5%B0%8F%E7%A2%97%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/058_锅气小碗菜.md,,,,,,
微信餐厅,幸福小馆,幸福小馆,幸福小馆,中餐,待用户自行确认,Google无同名结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%B9%B8%E7%A6%8F%E5%B0%8F%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/059_幸福小馆.md,,,,,,
微信餐厅,重庆辣德佳火锅,重庆辣德佳火锅,重庆辣德佳火锅,中餐,待用户自行确认,Google候选需核名,,,Xitoyning Chongqing Hotpoti,火锅·Arnasay ko'chasi 23,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%87%8D%E5%BA%86%E8%BE%A3%E5%BE%B7%E4%BD%B3%E7%81%AB%E9%94%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/060_重庆辣德佳火锅.md,,,,,,
微信餐厅,闽浙海鲜餐厅,闽浙海鲜餐厅,闽浙海鲜餐厅,中餐,待用户自行确认,Google候选需核名,,,浙江海鲜楼,"中国风味·Arnasay Street, 斯坦",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%97%BD%E6%B5%99%E6%B5%B7%E9%B2%9C%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/061_闽浙海鲜餐厅.md,,,,,,
微信餐厅,樽龍私厨,樽龍私厨,樽龍私厨,中餐,待用户自行确认,Google无同名结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%A8%BD%E9%BE%8D%E7%A7%81%E5%8E%A8%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/063_樽龍私厨.md,,,,,,
微信餐厅,Saray新疆餐厅,Saray新疆餐厅,Saray新疆餐厅,中餐,待用户自行确认,Google候选需核名,,,saray uygur taomliri,中欧餐厅·furqat 15a,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Saray%E6%96%B0%E7%96%86%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/064_Saray新疆餐厅.md,,,,,,
微信餐厅,一站式火锅外卖,一站式火锅外卖,一站式火锅外卖,中餐,待用户自行确认,Google无同名结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E4%B8%80%E7%AB%99%E5%BC%8F%E7%81%AB%E9%94%85%E5%A4%96%E5%8D%96%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/065_一站式火锅外卖.md,,,,,,
微信餐厅,渝味山庄江湖菜,渝味山庄江湖菜,渝味山庄江湖菜,中餐,待用户自行确认,Google无同名结果,,,,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%B8%9D%E5%91%B3%E5%B1%B1%E5%BA%84%E6%B1%9F%E6%B9%96%E8%8F%9C%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/067_渝味山庄江湖菜.md,,,,,,
微信餐厅,重庆小面,重庆小面,重庆小面,中餐,待用户自行确认,Google候选需核名,,,China Arena Restaurant,中国风味；菜单主打餐饮：重庆小面,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%87%8D%E5%BA%86%E5%B0%8F%E9%9D%A2%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/Documents/Codex/2026-06-13/hermes/work/maps_reads/068_重庆小面.md,,,,,,
微信餐厅,温州饭店,温州饭店,温州饭店,中餐,待用户自行确认,Google候选需核名,,,竹子广式点心,4.0 (125)·UZS 10-25万 | 中国风味·Taras Shevchenko ko'chasi 30 | 已结束营业 · 开始营业时间：11:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%B8%A9%E5%B7%9E%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/01_温州饭店.md,,,,,,
微信餐厅,sakura樱花烤肉自助餐厅,sakura樱花烤肉自助餐厅,sakura樱花烤肉自助餐厅,其他,待用户自行确认,Google候选需核名,,,,有Google结果坐标但未解析到可读候选名称,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/sakura%E6%A8%B1%E8%8A%B1%E7%83%A4%E8%82%89%E8%87%AA%E5%8A%A9%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/02_sakura樱花烤肉自助餐厅.md,,,,,,
微信餐厅,东方红餐厅,东方红餐厅,东方红餐厅,中餐,待用户自行确认,Google候选需核名,,,TURANDOT TASHKENT,4.5 (70) | 中国风味·улица Айбек 42 | 已结束营业 · 开始营业时间：12:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E4%B8%9C%E6%96%B9%E7%BA%A2%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/03_东方红餐厅.md,,,,,,
微信餐厅,中国烧烤,中国烧烤,中国烧烤,中餐,待用户自行确认,Google候选需核名,,,华人餐厅,4.8 (12) | 中国风味·8728+Q2Q,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E4%B8%AD%E5%9B%BD%E7%83%A7%E7%83%A4%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/04_中国烧烤.md,,,,,,
微信餐厅,念家湘湘菜馆,念家湘湘菜馆,念家湘湘菜馆,中餐,待用户自行确认,Google候选需核名,,,"Старое название Gulja xogo)Хого центр.дапанжи.лагман,ашлянфу...hot pot",4.3 (55)·UZS 10-15万 | 火锅·86XG+QC7 | 已结束营业 · 开始营业时间：11:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%BF%B5%E5%AE%B6%E6%B9%98%E6%B9%98%E8%8F%9C%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/05_念家湘湘菜馆.md,,,,,,
微信餐厅,沙县小吃,沙县小吃,沙县小吃,中餐,待用户自行确认,Google候选需核名,,,Khan Chapan,4.5 (808) | 乌兹别克风味··Usta Olim tupik 5 | 已结束营业 · 开始营业时间：12:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E6%B2%99%E5%8E%BF%E5%B0%8F%E5%90%83%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/07_沙县小吃.md,,,,,,
微信餐厅,唐朝饭店,唐朝饭店,唐朝饭店,中餐,待用户自行确认,Google候选需核名,,,TURANDOT TASHKENT,4.5 (70) | 中国风味·улица Айбек 42 | 已结束营业 · 开始营业时间：12:00,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%94%90%E6%9C%9D%E9%A5%AD%E5%BA%97%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/08_唐朝饭店.md,,,,,,
微信餐厅,乌鲁木齐餐厅,乌鲁木齐餐厅,乌鲁木齐餐厅,中餐,待用户自行确认,Google候选需核名,,,# Google 地图, | ,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E4%B9%8C%E9%B2%81%E6%9C%A8%E9%BD%90%E9%A4%90%E5%8E%85%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/09_乌鲁木齐餐厅.md,,,,,,
微信餐厅,Avenue中国串串,Avenue中国串串,Avenue中国串串,中餐,待用户自行确认,Google候选需核名,,,# Google 地图,,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/Avenue%E4%B8%AD%E5%9B%BD%E4%B8%B2%E4%B8%B2%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/10_Avenue中国串串.md,,,,,,
微信餐厅,都来顺面馆,都来顺面馆,都来顺面馆,中餐,待用户自行确认,Google候选需核名,,,兰州拉面,"4.1 (166)·UZS 5-10万 | 中国风味·78M3+5WC, Фарғона Йўли | 已结束营业 · 开始营业时间：10:00",未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E9%83%BD%E6%9D%A5%E9%A1%BA%E9%9D%A2%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/11_都来顺面馆.md,,,,,,
微信餐厅,塔什干《忆湖湘》湘菜馆,塔什干《忆湖湘》湘菜馆,塔什干《忆湖湘》湘菜馆,中餐,待用户自行确认,Google候选需核名,,,# Google 地图,Google结果数据含坐标；需按候选名称/地址核对是否对应原餐厅,未在地图上获取有效位置坐标，用户搜索时，需要自行确认,https://www.google.com/maps/search/%E5%A1%94%E4%BB%80%E5%B9%B2%E3%80%8A%E5%BF%86%E6%B9%96%E6%B9%98%E3%80%8B%E6%B9%98%E8%8F%9C%E9%A6%86%20Tashkent%20Uzbekistan%20restaurant,/Users/g90/xiaohongshu_tandian_recovered/tandian_only/wechat_restaurants/google_all44_pages_rerun/12_塔什干_忆湖湘_湘菜馆.md,,,,,,
